ID	Pre	PreOrPostSign	PreOrPostEnrich	Pre_pvalue	Post	Post_prevalue	Phylum_B	Phylum_A	OTUAbund
318	0.732422941	noneS	bothE	0.002207129	0.384479429	0.29818009	Diderm	Proteobacteria	379
1764	-1.326308152	noneS	postE	0.00301392	0.387179258	0.049903519	Diderm	Proteobacteria	323
1342	-1.890298935	preS	postE	0.000320871	0.392057884	0.249334995	Diderm	Proteobacteria	122
1789	-1.578804483	preS	postE	0.000721289	0.392293217	0.134431527	Diderm	Proteobacteria	183
2278	-4.928220543	preS	postE	1.18E-08	0.396629943	0.173476417	Diderm	Proteobacteria	118
1308	-3.817067726	preS	postE	3.43E-05	0.418489407	0.161209254	Diderm	Proteobacteria	155
16	-3.438764073	preS	postE	2.07E-45	0.420466129	0.003625398	Diderm	Proteobacteria	3707
2995	-3.501134586	preS	postE	5.38E-05	0.434196049	0.44116376	Diderm	Proteobacteria	39
1798	-1.206117076	noneS	postE	0.008224009	0.439885691	0.405666447	Diderm	Proteobacteria	123
1632	-2.075389664	noneS	postE	0.005331731	0.442515487	0.430251515	Diderm	Proteobacteria	108
185	-0.830117639	preS	postE	4.12E-07	0.4432789	0.004103997	Diderm	Proteobacteria	3463
565	0.986090314	noneS	bothE	0.001946069	0.447860521	0.37209826	Diderm	Proteobacteria	161
178	1.234682963	preS	bothE	2.19E-08	0.452907717	0.20920587	Diderm	Proteobacteria	288
769	-5.604658575	preS	postE	2.30E-09	0.489766895	0.037299982	Diderm	Proteobacteria	313
867	-5.082491888	preS	postE	2.27E-10	0.511806391	0.043025562	Diderm	Proteobacteria	623
2545	-3.490038034	preS	postE	2.74E-05	0.517008828	0.126314985	Diderm	Proteobacteria	123
1298	1.358114372	noneS	bothE	0.002681796	0.528036258	0.289914277	Diderm	Proteobacteria	61
615	-1.851694397	preS	postE	2.92E-08	0.53111197	0.026005638	Diderm	Proteobacteria	269
34	1.001754028	bothS	bothE	1.13E-10	0.539606578	0.000654826	Diderm	Proteobacteria	3004
631	-3.559777225	preS	postE	6.63E-27	0.545337121	0.013053562	Diderm	Proteobacteria	963
23	-1.96389181	bothS	postE	2.70E-30	0.547798839	2.47E-05	Diderm	Proteobacteria	19074
415	-4.694856634	preS	postE	3.72E-07	0.558622538	0.165024278	Diderm	Proteobacteria	1136
1950	-4.546797137	preS	postE	1.30E-07	0.582256638	0.473821291	Diderm	Proteobacteria	96
3921	-3.285120598	noneS	postE	0.001235154	0.591182486	0.113561132	Diderm	Proteobacteria	48
751	-3.07754631	preS	postE	6.32E-14	0.59425746	0.021234019	Diderm	Proteobacteria	516
448	-4.2801968	bothS	postE	1.46E-31	0.600255748	2.79E-06	Diderm	Proteobacteria	1909
21	-3.994195118	bothS	postE	3.57E-56	0.606939072	3.47E-15	Diderm	Proteobacteria	36213
917	-2.045478416	preS	postE	1.78E-10	0.618663006	0.11328944	Diderm	Proteobacteria	420
2716	-2.165611116	noneS	postE	0.013823285	0.619087611	0.079190398	Diderm	Proteobacteria	60
1222	-2.52283708	preS	postE	2.96E-09	0.620538207	0.099884412	Diderm	Proteobacteria	186
118	0.25898324	noneS	bothE	0.231257379	0.627811746	0.007769225	Diderm	Proteobacteria	1316
38	-4.17723469	bothS	postE	1.66E-76	0.632366266	1.44E-07	Diderm	Proteobacteria	25652
3083	-4.326840918	preS	postE	1.17E-06	0.641120911	0.305064664	Diderm	Proteobacteria	38
317	0.137298684	noneS	bothE	0.529150174	0.650121684	0.010792534	Diderm	Proteobacteria	767
322	-5.545614881	bothS	postE	2.99E-47	0.66378794	2.25E-06	Diderm	Proteobacteria	2987
1210	-4.071714142	preS	postE	5.14E-05	0.665538534	0.165874046	Diderm	Proteobacteria	58
731	1.244383371	preS	bothE	0.0003119	0.673677581	0.230788619	Diderm	Proteobacteria	97
1055	-0.773036033	noneS	postE	0.01032743	0.67640947	0.05451326	Diderm	Proteobacteria	243
177	0.104156684	postS	bothE	0.509708236	0.680871887	0.00041578	Diderm	Proteobacteria	1041
71	-2.797824975	bothS	postE	1.87E-50	0.681410826	6.71E-10	Diderm	Proteobacteria	8673
2642	-3.863475041	preS	postE	5.51E-05	0.700181461	0.30023956	Diderm	Proteobacteria	48
478	0.611922809	noneS	bothE	0.00602191	0.701614169	0.028155213	Diderm	Proteobacteria	238
673	1.223046181	preS	bothE	0.00027266	0.701969442	0.317864378	Diderm	Proteobacteria	97
2762	-2.312621798	preS	postE	0.000684417	0.706633691	0.314653791	Diderm	Proteobacteria	41
468	-1.409489926	preS	postE	1.03E-07	0.709782719	0.017224824	Diderm	Proteobacteria	493
418	-6.131717053	bothS	postE	2.95E-32	0.713192878	4.81E-07	Diderm	Proteobacteria	2278
3481	-3.56046034	preS	postE	0.000453484	0.73133006	0.486267777	Diderm	Proteobacteria	24
236	-2.863955601	bothS	postE	6.53E-17	0.760219248	1.36E-06	Diderm	Proteobacteria	1736
413	-4.879992741	bothS	postE	5.65E-16	0.782117167	3.24E-05	Diderm	Proteobacteria	3360
657	-1.785271158	bothS	postE	2.71E-08	0.827203174	0.000821195	Diderm	Proteobacteria	1037
875	-5.399601704	bothS	postE	3.69E-23	0.839590849	0.000546354	Diderm	Proteobacteria	668
123	-8.695341695	bothS	postE	7.08E-53	0.845583715	0.000173448	Diderm	Proteobacteria	10802
1963	-4.007797109	preS	postE	1.20E-05	0.846722303	0.057142516	Diderm	Proteobacteria	84
2652	-2.773575729	noneS	postE	0.004799586	0.849939457	0.171722649	Diderm	Proteobacteria	25
459	-1.060697063	bothS	postE	0.000138749	0.85721174	9.19E-05	Diderm	Proteobacteria	1892
469	-2.442225604	bothS	postE	5.04E-12	0.860152719	1.53E-05	Diderm	Proteobacteria	1482
953	-1.459731117	preS	postE	5.34E-05	0.87423921	0.007414177	Diderm	Proteobacteria	300
287	-10.04727781	bothS	postE	5.70E-29	0.889331219	7.84E-08	Diderm	Proteobacteria	3896
973	-2.132234599	preS	postE	3.79E-06	0.935182881	0.007827554	Diderm	Proteobacteria	340
3828	-3.418640336	preS	postE	0.000154783	0.937504573	0.185952221	Diderm	Proteobacteria	26
1414	-2.676366556	preS	postE	3.63E-07	0.955820429	0.050841382	Diderm	Proteobacteria	106
533	-0.703185872	postS	postE	0.012867361	0.9567567	0.000310823	Diderm	Proteobacteria	323
2024	-2.745374014	preS	postE	5.78E-05	0.958982268	0.002064789	Diderm	Proteobacteria	106
586	-4.807662557	bothS	postE	6.51E-29	0.964866847	6.48E-16	Diderm	Proteobacteria	1662
1394	-5.130608179	preS	postE	1.76E-06	0.966689065	0.069861604	Diderm	Proteobacteria	282
3258	-2.654737531	noneS	postE	0.017869914	0.969860951	0.017554938	Diderm	Proteobacteria	65
75	-4.142952333	noneS	postE	0.001129394	0.975352844	0.204401509	Diderm	Proteobacteria	40
593	-2.368528854	bothS	postE	2.69E-06	0.985777292	0.000232222	Diderm	Proteobacteria	1936
430	-4.118271685	bothS	postE	9.56E-18	0.997097298	4.03E-10	Diderm	Proteobacteria	2434
760	-6.777004371	preS	postE	2.45E-13	1.003650972	0.001342462	Diderm	Proteobacteria	365
535	-1.535149566	postS	postE	0.010775859	1.059726305	0.000184969	Diderm	Proteobacteria	1087
560	-2.32261813	noneS	postE	0.001009037	1.087000141	0.001989504	Diderm	Proteobacteria	187
145	0.842517176	postS	bothE	0.002367999	1.089571666	3.41E-05	Diderm	Proteobacteria	516
4857	-2.982569156	noneS	postE	0.007770664	1.094914165	0.117251244	Diderm	Proteobacteria	19
29	-1.818685151	bothS	postE	2.75E-32	1.099190791	2.21E-19	Diderm	Proteobacteria	12754
134	-3.379000527	bothS	postE	7.51E-16	1.118522717	7.03E-07	Diderm	Proteobacteria	8924
1701	-1.330789186	noneS	postE	0.019526075	1.129767411	0.015522663	Diderm	Proteobacteria	125
436	-2.996431401	bothS	postE	8.70E-24	1.145411673	1.83E-06	Diderm	Proteobacteria	997
4745	-3.995343162	preS	postE	6.21E-06	1.155814224	0.123749301	Diderm	Proteobacteria	27
312	-6.535910291	bothS	postE	1.50E-41	1.172373056	0.000111582	Diderm	Proteobacteria	3093
602	-0.25937401	postS	postE	0.150697462	1.19316638	1.49E-05	Diderm	Proteobacteria	547
265	-1.342481794	postS	postE	0.001375031	1.20097246	9.86E-07	Diderm	Proteobacteria	3912
384	-4.261406406	bothS	postE	4.77E-18	1.201652106	2.79E-12	Diderm	Proteobacteria	1385
1056	-2.422068588	bothS	postE	1.24E-09	1.228110862	0.000148689	Diderm	Proteobacteria	358
3048	-2.975032798	noneS	postE	0.003457333	1.228169641	0.013124442	Diderm	Proteobacteria	35
1085	-2.804907953	bothS	postE	1.67E-06	1.235917995	9.83E-07	Diderm	Proteobacteria	387
3528	-3.082279536	noneS	postE	0.002175036	1.253673685	0.111535865	Diderm	Proteobacteria	41
986	0.164499411	postS	bothE	0.593461169	1.275463458	3.85E-05	Diderm	Proteobacteria	190
2342	-5.794241234	preS	postE	2.27E-10	1.278666163	0.018412288	Diderm	Proteobacteria	110
1005	-1.8352877	noneS	postE	0.001167732	1.281532195	0.008685232	Diderm	Proteobacteria	130
1804	1.566281706	noneS	bothE	0.013655307	1.309478284	0.139008742	Diderm	Proteobacteria	15
4332	-3.732197822	preS	postE	0.000247042	1.321858134	0.165668078	Diderm	Proteobacteria	21
695	-2.794707135	bothS	postE	2.43E-11	1.34392943	1.61E-05	Diderm	Proteobacteria	422
752	-0.074063013	postS	postE	0.869124798	1.352039576	1.22E-06	Diderm	Proteobacteria	888
3203	-4.513176674	preS	postE	7.88E-07	1.363074481	0.00419703	Diderm	Proteobacteria	54
485	-4.383162377	bothS	postE	1.70E-26	1.378131706	7.87E-17	Diderm	Proteobacteria	1552
1405	-6.417883158	bothS	postE	1.95E-14	1.381309152	2.30E-07	Diderm	Proteobacteria	375
621	0.488669056	noneS	bothE	0.71683521	1.384134188	0.007210905	Diderm	Proteobacteria	61
166	-4.997312337	bothS	postE	1.48E-30	1.38870652	7.92E-07	Diderm	Proteobacteria	4666
13	-10.13055608	bothS	postE	9.49E-88	1.405606145	1.18E-09	Diderm	Proteobacteria	74007
3179	-4.157164011	preS	postE	0.000180936	1.49008658	0.023146683	Diderm	Proteobacteria	39
1979	-7.187629154	preS	postE	7.93E-14	1.502333056	0.009801476	Diderm	Proteobacteria	272
2523	-2.93223685	noneS	postE	0.016753275	1.511526146	0.022416059	Diderm	Proteobacteria	147
3892	-1.064117392	postS	postE	0.38916126	1.516423127	3.03E-05	Diderm	Proteobacteria	58
4457	-3.869468348	preS	postE	0.000151944	1.528896783	0.1505055	Diderm	Proteobacteria	20
1546	-1.55530717	noneS	postE	0.001546294	1.535204043	0.004542394	Diderm	Proteobacteria	92
3576	-4.855036169	preS	postE	1.32E-06	1.53616598	0.081344365	Diderm	Proteobacteria	43
457	-6.157809846	bothS	postE	2.00E-20	1.539149847	8.77E-08	Diderm	Proteobacteria	3090
3922	-2.373283105	noneS	postE	0.039123824	1.550356336	0.004880725	Diderm	Proteobacteria	21
737	-7.261005519	bothS	postE	2.07E-13	1.590661818	8.02E-05	Diderm	Proteobacteria	545
1468	-4.454638904	bothS	postE	5.98E-05	1.657823841	3.43E-07	Diderm	Proteobacteria	147
2555	-2.450895849	noneS	postE	0.002476623	1.737797887	0.017936486	Diderm	Proteobacteria	32
2655	-4.969655001	preS	postE	4.03E-08	1.764210865	0.002144129	Diderm	Proteobacteria	65
4489	-3.377434537	preS	postE	0.00055085	1.772740097	0.079189539	Diderm	Proteobacteria	17
4515	-4.943846506	preS	postE	3.75E-09	1.801748671	0.031395749	Diderm	Proteobacteria	46
610	-4.72132025	bothS	postE	7.74E-06	1.858466857	0.000107034	Diderm	Proteobacteria	64
1786	-2.089842726	preS	postE	4.69E-05	1.872886067	0.007299259	Diderm	Proteobacteria	89
230	0.481430865	postS	bothE	0.256294195	2.025630105	0.000352043	Diderm	Proteobacteria	114
669	-5.626548661	bothS	postE	1.91E-21	2.050382676	1.32E-05	Diderm	Proteobacteria	866
5046	-0.371450001	noneS	postE	0.847307673	2.346530488	0.00797107	Diderm	Proteobacteria	3
1663	-0.827305041	noneS	postE	0.178221874	2.357335725	0.004817992	Diderm	Proteobacteria	46
2667	-0.099335405	noneS	postE	0.925784088	2.368153109	0.003874836	Diderm	Proteobacteria	24
344	0.83358809	postS	bothE	0.323232348	2.527088056	7.21E-05	Diderm	Proteobacteria	142
2987	-1.970036419	postS	postE	0.165632958	2.535659125	4.61E-06	Diderm	Proteobacteria	18
47	-5.932862624	bothS	postE	1.27E-17	2.628309121	4.54E-12	Diderm	Proteobacteria	6400
3267	0.902131045	postS	preE	0.473916048	-2.736117299	0.000348035	Diderm	Other	25
3666	-2.55035051	noneS	noneE	0.007425827	-0.921214795	0.409472592	Diderm	Other	28
2951	-1.403529142	postS	noneE	0.469598566	-2.93765983	8.30E-05	Diderm	Other	30
2394	-1.186391073	noneS	noneE	0.497898794	-2.024699166	0.014105319	Diderm	Other	26
264	0.608585116	postS	preE	0.062978015	-1.443238792	0.000966536	Diderm	Other	239
1248	-4.020888181	postS	noneE	0.002789797	-6.431880954	2.07E-26	Diderm	Other	897
2177	-3.256424313	postS	noneE	0.032413582	-4.614522263	4.10E-22	Diderm	Other	502
2592	-0.346471886	postS	noneE	0.873735924	-4.110567471	6.74E-09	Diderm	Other	359
3485	-1.320415428	postS	noneE	0.504131851	-3.398539006	5.48E-09	Diderm	Other	137
1849	-4.296525427	postS	noneE	0.003707253	-3.300200783	6.43E-18	Diderm	Other	658
4279	0.600678772	noneS	preE	0.782791737	-2.124234472	0.012577435	Diderm	Other	13
4614	0.250286838	postS	preE	0.908601353	-3.66074958	1.60E-05	Diderm	Other	55
3184	0.450707838	postS	preE	0.771307796	-3.407467312	1.95E-05	Diderm	Other	35
4749	-1.353097462	postS	noneE	0.416317551	-3.27974461	4.02E-05	Diderm	Other	84
3556	-0.515345358	postS	noneE	0.764915907	-3.017340107	2.18E-07	Diderm	Other	96
5901	0.732384356	postS	preE	0.671406112	-3.005594127	0.000252114	Diderm	Other	35
4744	-0.656726458	postS	noneE	0.763185654	-2.851661068	1.55E-05	Diderm	Other	50
2305	-3.13071013	postS	noneE	0.012515389	-2.700318601	2.83E-16	Diderm	Other	283
644	-0.657060104	postS	noneE	0.178423348	-2.401764373	1.24E-16	Diderm	Other	4335
4343	-0.346471886	noneS	noneE	0.873735924	-2.3644397	0.001913865	Diderm	Other	24
2730	-0.016696341	postS	noneE	0.992197763	-2.320930507	0.000287648	Diderm	Other	72
1379	-4.381209698	bothS	noneE	5.16E-06	-2.123837001	7.00E-12	Diderm	Other	755
475	-1.635189444	postS	noneE	0.008465805	-2.058931015	1.02E-10	Diderm	Other	4055
414	-1.738086834	bothS	noneE	0.000303783	-2.004221563	3.34E-22	Diderm	Other	4354
542	-1.832504858	bothS	noneE	4.03E-05	-1.421455008	1.55E-15	Diderm	Other	2226
702	0.390093715	postS	preE	0.334522616	-1.041238081	6.01E-06	Diderm	Other	398
838	-0.901846264	postS	noneE	0.044559293	-1.040823688	0.0001384	Diderm	Other	1874
989	0.252207724	postS	preE	0.457876685	-1.040166321	2.51E-05	Diderm	Other	602
896	-1.916110415	postS	noneE	0.011723041	-0.87690213	0.000334981	Diderm	Other	1726
729	0.431592312	noneS	preE	0.231831898	-0.697343092	0.008647809	Diderm	Other	535
133	-5.449183145	preS	noneE	1.67E-35	-0.168202222	0.325138288	Diderm	Other	4133
1051	-5.971949338	preS	noneE	3.42E-12	-0.132873353	0.62386107	Diderm	Other	428
1604	-3.811414219	preS	postE	2.12E-08	0.022148882	0.956769561	Diderm	Other	108
1664	-3.275816448	preS	postE	5.75E-06	0.036872335	0.930116359	Diderm	Other	133
753	-4.824811409	preS	postE	2.34E-12	0.102414443	0.628406232	Diderm	Other	574
1778	-4.690859846	preS	postE	3.08E-08	0.345987048	0.271380781	Diderm	Other	138
596	-4.572536399	preS	postE	3.09E-19	0.54113902	0.030485843	Diderm	Other	469
724	-3.323956231	preS	postE	8.21E-15	0.596567396	0.020699614	Diderm	Other	546
1281	-3.337216395	noneS	postE	0.008832613	0.629231293	0.174301571	Diderm	Other	57
1384	-3.229815907	preS	postE	7.02E-08	0.644357557	0.050081951	Diderm	Other	193
2331	-4.401650908	preS	postE	2.96E-07	0.67844074	0.273589322	Diderm	Other	54
109	-6.257627573	bothS	postE	4.10E-39	0.720633732	1.28E-05	Diderm	Other	10426
213	-3.587367278	bothS	postE	8.90E-24	0.989469478	2.75E-05	Diderm	Other	2663
52	-9.230838177	bothS	postE	1.63E-37	1.006283883	9.54E-15	Diderm	Other	21541
599	-2.714755475	preS	postE	1.11E-07	1.103701576	0.002122124	Diderm	Other	329
1611	-3.922875266	bothS	postE	9.68E-06	1.112949169	0.00011875	Diderm	Other	127
94	-5.120149891	bothS	postE	1.56E-29	1.192303838	1.68E-08	Diderm	Other	13114
1837	-0.539469164	noneS	postE	0.419197569	1.205342477	0.006418155	Diderm	Other	246
698	-4.723712199	bothS	postE	4.38E-09	1.233563083	2.98E-05	Diderm	Other	989
912	-3.477743995	postS	postE	0.045958675	1.731127935	0.000213807	Diderm	Other	88
1525	-0.975413791	postS	noneE	0.475394868	-4.26902673	4.73E-13	Diderm	Verrucomicrobia	190
2704	-0.346471886	postS	noneE	0.873735924	-3.819747678	1.94E-21	Diderm	Verrucomicrobia	364
3107	0.487270583	postS	preE	0.822930389	-3.423499575	4.60E-06	Diderm	Verrucomicrobia	44
1973	-0.65672645	postS	noneE	0.763185657	-3.281993787	1.16E-05	Diderm	Verrucomicrobia	33
640	0.092626027	postS	preE	0.897990929	-2.521017056	1.00E-06	Diderm	Verrucomicrobia	109
5896	0.181973756	noneS	preE	0.933440775	-2.463481653	0.001425901	Diderm	Verrucomicrobia	22
5314	-0.790664867	postS	noneE	0.716741533	-2.416997762	0.000497209	Diderm	Verrucomicrobia	31
3373	-0.656726449	noneS	noneE	0.763185657	-2.346441205	0.004339215	Diderm	Verrucomicrobia	15
5418	-0.346471886	noneS	noneE	0.873735924	-2.30333586	0.004119997	Diderm	Verrucomicrobia	19
703	-2.150918971	bothS	noneE	0.00021596	-2.297297507	1.53E-26	Diderm	Verrucomicrobia	3191
1431	0.711288428	noneS	preE	0.285710856	-2.189583244	0.001060891	Diderm	Verrucomicrobia	56
1602	-2.541204764	postS	noneE	0.00261843	-1.973954265	3.51E-12	Diderm	Verrucomicrobia	297
514	-2.111877093	postS	noneE	0.005333713	-1.950077811	3.82E-14	Diderm	Verrucomicrobia	473
947	-0.059378857	noneS	noneE	0.923768797	-1.93781848	0.001979614	Diderm	Verrucomicrobia	79
756	-3.924411131	bothS	noneE	1.72E-05	-1.894964863	8.53E-16	Diderm	Verrucomicrobia	1109
1736	-2.044038032	postS	noneE	0.104475126	-1.892295653	8.07E-08	Diderm	Verrucomicrobia	163
2482	-2.882578513	postS	noneE	0.009693782	-1.827834276	2.47E-05	Diderm	Verrucomicrobia	86
2149	-1.978527913	postS	noneE	0.011066134	-1.625056323	2.97E-08	Diderm	Verrucomicrobia	187
556	-5.553958335	bothS	noneE	1.99E-09	-1.617578912	9.28E-16	Diderm	Verrucomicrobia	1513
1456	-3.948982504	bothS	noneE	1.80E-05	-1.560580231	9.95E-07	Diderm	Verrucomicrobia	148
1016	0.149069505	noneS	preE	0.807795547	-1.519998124	0.005435047	Diderm	Verrucomicrobia	75
1970	-3.246452395	postS	noneE	0.005235797	-1.471968042	0.000175245	Diderm	Verrucomicrobia	126
136	0.105395732	postS	preE	0.70499783	-1.420882144	1.81E-06	Diderm	Verrucomicrobia	558
1001	-1.535147286	postS	noneE	0.01187523	-1.419152368	1.86E-09	Diderm	Verrucomicrobia	388
331	-6.574835082	bothS	noneE	1.05E-17	-1.265660773	3.83E-17	Diderm	Verrucomicrobia	4092
608	-4.194082173	bothS	noneE	6.12E-07	-1.241865579	1.70E-08	Diderm	Verrucomicrobia	562
887	-2.51611219	bothS	noneE	2.08E-05	-1.223908246	8.96E-13	Diderm	Verrucomicrobia	627
1205	-1.542657474	postS	noneE	0.001734549	-1.151080924	2.80E-08	Diderm	Verrucomicrobia	559
515	-4.058304614	bothS	noneE	4.48E-13	-0.974604692	3.88E-06	Diderm	Verrucomicrobia	592
1014	-6.492465618	bothS	noneE	5.41E-13	-0.935324899	0.000241196	Diderm	Verrucomicrobia	810
1592	-4.191990153	preS	noneE	1.24E-05	-0.875978265	0.004824775	Diderm	Verrucomicrobia	136
391	-1.879311356	bothS	noneE	4.04E-09	-0.803858968	1.89E-07	Diderm	Verrucomicrobia	1766
924	-6.449208014	bothS	noneE	4.54E-12	-0.789758262	2.84E-06	Diderm	Verrucomicrobia	580
454	-1.765478129	bothS	noneE	0.000211577	-0.750288927	8.63E-11	Diderm	Verrucomicrobia	3239
3508	-2.670076229	noneS	noneE	0.014881557	-0.745693577	0.164395902	Diderm	Verrucomicrobia	47
360	-5.167663515	bothS	noneE	5.40E-13	-0.676717184	4.05E-06	Diderm	Verrucomicrobia	2071
294	-6.43936102	bothS	noneE	1.44E-16	-0.582355788	8.09E-05	Diderm	Verrucomicrobia	4125
880	-2.48596305	preS	noneE	0.000490635	-0.569501911	0.090839031	Diderm	Verrucomicrobia	117
247	-0.335031761	noneS	noneE	0.122683758	-0.541401204	0.002165706	Diderm	Verrucomicrobia	694
314	-2.569658591	bothS	noneE	2.47E-15	-0.53998184	2.58E-05	Diderm	Verrucomicrobia	1445
341	-4.262706598	bothS	noneE	8.20E-21	-0.51922431	6.61E-05	Diderm	Verrucomicrobia	2634
633	-3.165870079	preS	noneE	1.70E-10	-0.476747201	0.002285882	Diderm	Verrucomicrobia	687
333	-6.527525947	bothS	noneE	1.59E-24	-0.427572286	0.000277637	Diderm	Verrucomicrobia	3063
301	-1.930829758	preS	noneE	1.34E-06	-0.420214368	0.069526546	Diderm	Verrucomicrobia	410
162	-2.626583287	preS	noneE	9.93E-25	-0.331155947	0.00235489	Diderm	Verrucomicrobia	3570
377	-3.601536847	preS	noneE	9.89E-09	-0.269422637	0.416079626	Diderm	Verrucomicrobia	218
665	1.321155706	noneS	preE	0.003731341	-0.167022029	0.784450337	Diderm	Verrucomicrobia	76
315	-1.077442888	preS	noneE	9.23E-06	-0.145391349	0.372933808	Diderm	Verrucomicrobia	984
396	-2.014927301	preS	noneE	1.99E-07	-0.1420432	0.651435234	Diderm	Verrucomicrobia	239
1147	-2.884083006	preS	noneE	2.19E-07	-0.060455456	0.693497679	Diderm	Verrucomicrobia	441
286	-1.550299097	preS	postE	2.42E-07	0.001798178	0.991958732	Diderm	Verrucomicrobia	518
715	-1.725962636	noneS	postE	0.002182594	0.013717256	0.96568147	Diderm	Verrucomicrobia	198
456	-7.871414694	preS	postE	1.13E-20	0.055656998	0.633622594	Diderm	Verrucomicrobia	2053
1665	-3.237279341	preS	postE	1.43E-05	0.100816796	0.607558081	Diderm	Verrucomicrobia	367
500	-2.672706834	preS	postE	0.000173336	0.113363043	0.508692767	Diderm	Verrucomicrobia	1909
1072	-6.778121397	preS	postE	4.23E-12	0.120353194	0.594069525	Diderm	Verrucomicrobia	506
463	-1.633314962	preS	postE	0.00047074	0.142193763	0.53180335	Diderm	Verrucomicrobia	283
39	-2.477353711	preS	postE	4.70E-35	0.185585141	0.071709752	Diderm	Verrucomicrobia	6752
220	-1.633590478	preS	postE	8.58E-09	0.250183463	0.163865144	Diderm	Verrucomicrobia	1068
1497	1.981518363	noneS	bothE	0.010982794	0.33911313	0.755444461	Diderm	Verrucomicrobia	27
1978	-3.720345892	preS	postE	5.19E-05	0.34609012	0.642424092	Diderm	Verrucomicrobia	27
1200	-1.208859646	noneS	postE	0.015613061	0.400182958	0.534105412	Diderm	Verrucomicrobia	82
568	-6.730948785	preS	postE	5.08E-15	0.427241509	0.007217407	Diderm	Verrucomicrobia	681
89	-1.601706283	preS	postE	1.25E-11	0.477808726	0.009552153	Diderm	Verrucomicrobia	1795
2843	-2.331718763	noneS	postE	0.003440814	0.509431838	0.56176636	Diderm	Verrucomicrobia	32
567	-3.015406814	preS	postE	2.10E-07	0.524521124	0.014306564	Diderm	Verrucomicrobia	359
2839	-3.069700616	noneS	postE	0.007394225	0.557101206	0.342513235	Diderm	Verrucomicrobia	25
69	-3.957999175	bothS	postE	1.11E-35	0.567730611	2.56E-07	Diderm	Verrucomicrobia	12133
2542	-3.578432127	preS	postE	2.39E-06	0.577717265	0.078367706	Diderm	Verrucomicrobia	110
712	-1.779994189	noneS	postE	0.003444358	0.578784343	0.163337719	Diderm	Verrucomicrobia	94
1146	-3.643760069	preS	postE	1.25E-07	0.607826992	0.04041021	Diderm	Verrucomicrobia	211
730	-1.27098194	preS	postE	0.000498617	0.659742067	0.13704194	Diderm	Verrucomicrobia	156
1744	-2.816121701	preS	postE	0.000807941	0.716671951	0.111718732	Diderm	Verrucomicrobia	58
2098	-3.622963685	preS	postE	9.75E-05	0.717398981	0.174744406	Diderm	Verrucomicrobia	47
2941	-2.490409611	noneS	postE	0.003865674	0.855770157	0.014311563	Diderm	Verrucomicrobia	58
1718	-2.12142883	noneS	postE	0.003329357	0.870992189	0.018155713	Diderm	Verrucomicrobia	73
871	-0.094295972	postS	postE	0.766276176	0.945360676	1.94E-05	Diderm	Verrucomicrobia	409
470	-4.927548906	bothS	postE	1.70E-32	1.14704106	7.12E-10	Diderm	Verrucomicrobia	1294
1368	-4.073835093	noneS	postE	0.011884194	1.20101802	0.022658643	Diderm	Verrucomicrobia	317
741	-3.329336068	bothS	postE	1.73E-13	1.288396499	1.09E-08	Diderm	Verrucomicrobia	519
1478	-2.730590191	noneS	postE	0.003675715	1.31350175	0.001583143	Diderm	Verrucomicrobia	67
641	-0.85522136	postS	postE	0.005331253	1.546324923	6.53E-06	Diderm	Verrucomicrobia	347
1509	-5.078406833	bothS	postE	6.85E-07	1.561305043	6.04E-05	Diderm	Verrucomicrobia	155
1692	-1.775636382	bothS	postE	0.000769548	1.57271308	1.99E-05	Diderm	Verrucomicrobia	168
1177	-1.07640754	postS	postE	0.024041823	1.581687443	0.000151211	Diderm	Verrucomicrobia	104
1103	-4.636708902	bothS	postE	3.99E-05	1.651361718	4.52E-06	Diderm	Verrucomicrobia	129
2416	-2.765599296	postS	postE	0.037678243	2.087019053	0.000340078	Diderm	Verrucomicrobia	24
1011	-0.782729809	postS	postE	0.044219729	2.331902441	1.76E-09	Diderm	Verrucomicrobia	132
1774	-0.838843174	postS	noneE	0.432994102	-3.011881936	4.16E-05	Diderm	Other	43
1380	-0.963110217	noneS	noneE	0.468272004	-2.180045874	0.010571128	Diderm	Other	19
1427	-1.000315104	postS	noneE	0.337472678	-2.590586826	2.85E-15	Diderm	Other	443
