ID	Pre	PreOrPostSign	PreOrPostEnrich	Pre_pvalue	Post	Post_prevalue	Phylum_B	Phylum_A	OTUAbund
257	0.344144467	postS	preE	0.286676077	-1.883642823	7.36E-09	Diderm	Proteobacteria	307
895	-0.372356307	postS	noneE	0.449538584	-1.876603441	8.05E-05	Diderm	Proteobacteria	138
2324	-0.913260307	postS	noneE	0.579929305	-1.874220932	0.000404808	Diderm	Proteobacteria	58
480	0.053998282	postS	preE	0.832143892	-1.862705714	7.47E-08	Diderm	Proteobacteria	463
667	-2.251404456	bothS	noneE	0.000954149	-1.861375159	3.50E-09	Diderm	Proteobacteria	260
283	-0.031006614	postS	noneE	0.876089462	-1.854942905	3.52E-10	Diderm	Proteobacteria	548
494	-0.591791859	postS	noneE	0.062958216	-1.816333979	1.09E-33	Diderm	Proteobacteria	1771
1417	-1.949962761	postS	noneE	0.006619706	-1.812815685	1.26E-13	Diderm	Proteobacteria	400
2386	-0.856198961	postS	noneE	0.310866877	-1.810022892	1.80E-05	Diderm	Proteobacteria	101
2697	-2.223390706	postS	noneE	0.124801419	-1.801988072	0.000123403	Diderm	Proteobacteria	82
2109	-1.81096561	postS	noneE	0.037851956	-1.793634727	3.09E-05	Diderm	Proteobacteria	152
626	0.770002891	postS	preE	0.015620446	-1.778720765	2.80E-10	Diderm	Proteobacteria	319
1029	-2.916450716	postS	noneE	0.006180016	-1.741458512	0.000222776	Diderm	Proteobacteria	84
1257	-3.93326068	bothS	noneE	6.73E-09	-1.738429789	7.75E-16	Diderm	Proteobacteria	720
2413	0.540780957	noneS	preE	0.548013858	-1.736933477	0.006655855	Diderm	Proteobacteria	35
697	0.654880517	postS	preE	0.078951553	-1.729599343	1.89E-08	Diderm	Proteobacteria	323
5765	-0.346471886	noneS	noneE	0.873735924	-1.722648149	0.014344278	Diderm	Proteobacteria	25
4215	-3.318034565	noneS	noneE	0.004817265	-1.714876736	0.002329462	Diderm	Proteobacteria	66
3971	-0.874904888	noneS	noneE	0.556445207	-1.703065433	0.004064175	Diderm	Proteobacteria	46
2141	-2.973917223	postS	noneE	0.02359465	-1.696297601	1.61E-05	Diderm	Proteobacteria	358
2011	-3.919125259	bothS	noneE	7.03E-05	-1.686604739	6.76E-10	Diderm	Proteobacteria	460
2892	-2.00320784	noneS	noneE	0.15375058	-1.669909717	0.004695411	Diderm	Proteobacteria	37
2206	-0.485443696	noneS	noneE	0.498047538	-1.664257064	0.014423881	Diderm	Proteobacteria	73
3310	-0.481035723	noneS	noneE	0.703627347	-1.662497754	0.016623726	Diderm	Proteobacteria	26
5363	-0.656726461	noneS	noneE	0.763185653	-1.658872599	0.004860093	Diderm	Proteobacteria	34
1655	-0.873436759	postS	noneE	0.169285396	-1.645009221	1.60E-09	Diderm	Proteobacteria	298
126	0.390339413	postS	preE	0.047497358	-1.64160418	1.36E-13	Diderm	Proteobacteria	1240
349	0.147889148	postS	preE	0.718900576	-1.616158837	6.08E-06	Diderm	Proteobacteria	213
416	-0.333545128	postS	noneE	0.271156186	-1.60182907	1.47E-16	Diderm	Proteobacteria	1026
840	1.729183814	bothS	preE	9.74E-06	-1.596176418	0.00016281	Diderm	Proteobacteria	197
209	-2.564623153	bothS	noneE	1.32E-11	-1.585054175	6.13E-26	Diderm	Proteobacteria	8759
194	0.859210958	postS	preE	0.001725014	-1.577990978	5.08E-36	Diderm	Proteobacteria	5177
2040	-4.252656048	bothS	noneE	8.21E-06	-1.569508094	3.65E-07	Diderm	Proteobacteria	217
2168	-4.088532799	bothS	noneE	6.47E-08	-1.568083438	1.20E-07	Diderm	Proteobacteria	311
768	-0.129737695	noneS	noneE	0.807954904	-1.556305078	0.003517648	Diderm	Proteobacteria	78
865	-0.209388391	postS	noneE	0.624621171	-1.531247313	1.85E-09	Diderm	Proteobacteria	469
1280	-0.052106486	postS	noneE	0.924626616	-1.52492823	3.17E-07	Diderm	Proteobacteria	278
207	-2.771452927	bothS	noneE	1.65E-05	-1.524125592	8.01E-12	Diderm	Proteobacteria	8203
832	-0.605675618	postS	noneE	0.033810862	-1.521142493	7.96E-10	Diderm	Proteobacteria	1149
444	0.180232385	postS	preE	0.441594636	-1.518833212	3.53E-10	Diderm	Proteobacteria	408
2521	-3.189099474	postS	noneE	0.011177701	-1.515452425	0.000364204	Diderm	Proteobacteria	99
2571	-0.747342454	noneS	noneE	0.731301999	-1.502715211	0.005759485	Diderm	Proteobacteria	44
102	0.168135686	postS	preE	0.398954945	-1.49199438	7.38E-22	Diderm	Proteobacteria	13569
4249	-3.203407373	noneS	noneE	0.038622041	-1.469077144	0.00135607	Diderm	Proteobacteria	79
2086	-4.75837383	bothS	noneE	2.45E-07	-1.45056473	3.36E-06	Diderm	Proteobacteria	167
202	-1.085931768	bothS	noneE	3.55E-07	-1.435909885	7.55E-24	Diderm	Proteobacteria	3936
804	-3.10116807	bothS	noneE	8.03E-05	-1.410765412	2.95E-14	Diderm	Proteobacteria	980
1224	1.754434991	noneS	preE	0.006939225	-1.40354809	0.009358402	Diderm	Proteobacteria	55
2920	-0.931596073	noneS	noneE	0.303588334	-1.394899033	0.001787468	Diderm	Proteobacteria	102
4459	-1.837320291	noneS	noneE	0.167045447	-1.388265888	0.001005355	Diderm	Proteobacteria	79
1267	-0.804877626	noneS	noneE	0.675532276	-1.384505795	0.001894655	Diderm	Proteobacteria	64
153	-0.363397626	postS	noneE	0.031626731	-1.380911232	2.77E-21	Diderm	Proteobacteria	2740
1715	-3.049695734	preS	noneE	0.000342719	-1.379682545	0.003180588	Diderm	Proteobacteria	86
2427	-1.59812035	noneS	noneE	0.064419023	-1.379309059	0.001002671	Diderm	Proteobacteria	78
1406	-2.54995916	bothS	noneE	0.000298075	-1.369764419	0.000377629	Diderm	Proteobacteria	156
1062	-3.657534365	bothS	noneE	0.000497352	-1.368956461	1.22E-10	Diderm	Proteobacteria	1157
2945	-1.871371172	postS	noneE	0.388308287	-1.362431352	0.000102053	Diderm	Proteobacteria	140
1506	-1.870035422	postS	noneE	0.001283996	-1.357793897	2.52E-05	Diderm	Proteobacteria	177
708	-0.519622572	postS	noneE	0.119908883	-1.325947499	1.55E-07	Diderm	Proteobacteria	423
4382	-0.656726456	noneS	noneE	0.763185655	-1.305449438	0.015031106	Diderm	Proteobacteria	36
612	-2.435389794	postS	noneE	0.002494329	-1.300242341	2.91E-05	Diderm	Proteobacteria	1157
2488	-1.897599911	postS	noneE	0.17693742	-1.290171077	3.99E-06	Diderm	Proteobacteria	169
4367	-0.656726453	noneS	noneE	0.763185656	-1.288787167	0.01304262	Diderm	Proteobacteria	53
1159	-4.075939794	bothS	noneE	2.10E-06	-1.277610801	2.09E-06	Diderm	Proteobacteria	512
907	-1.3951483	bothS	noneE	0.000655389	-1.26740604	2.10E-10	Diderm	Proteobacteria	636
85	0.729820216	bothS	preE	3.27E-08	-1.261498185	7.94E-11	Diderm	Proteobacteria	1248
983	-1.858891743	postS	noneE	0.001955111	-1.252718555	1.88E-10	Diderm	Proteobacteria	445
113	0.004547475	postS	preE	0.977729648	-1.248348207	7.08E-10	Diderm	Proteobacteria	812
253	-0.131889813	postS	noneE	0.530547057	-1.239060415	2.78E-10	Diderm	Proteobacteria	811
772	0.533727985	postS	preE	0.073670455	-1.235043225	2.88E-10	Diderm	Proteobacteria	773
848	-3.316204513	bothS	noneE	4.47E-07	-1.190766451	4.73E-10	Diderm	Proteobacteria	666
1680	-0.070461982	noneS	noneE	0.863967706	-1.189608096	0.002499771	Diderm	Proteobacteria	114
2603	-0.084231668	noneS	noneE	0.924401922	-1.182343645	0.003272305	Diderm	Proteobacteria	108
2201	-4.03700832	preS	noneE	2.76E-05	-1.166663767	0.003049487	Diderm	Proteobacteria	393
2795	0.678859158	noneS	preE	0.501666065	-1.166212873	0.012604754	Diderm	Proteobacteria	85
1956	-3.617150186	postS	noneE	0.011343435	-1.157325237	1.07E-05	Diderm	Proteobacteria	358
1886	-1.360701531	noneS	noneE	0.07859838	-1.15121527	0.003017294	Diderm	Proteobacteria	84
1225	-1.622476016	postS	noneE	0.031283164	-1.149400609	0.000957161	Diderm	Proteobacteria	125
325	-7.762648946	bothS	noneE	4.53E-15	-1.14856688	5.33E-16	Diderm	Proteobacteria	3858
791	-3.438362854	bothS	noneE	8.81E-12	-1.139557832	3.57E-08	Diderm	Proteobacteria	629
1291	-2.656403373	noneS	noneE	0.003220564	-1.131485401	0.015628119	Diderm	Proteobacteria	77
3306	-3.403468958	preS	noneE	0.00096575	-1.125794842	0.00694732	Diderm	Proteobacteria	66
861	-0.44522214	noneS	noneE	0.228750145	-1.124468771	0.00311705	Diderm	Proteobacteria	161
1269	-5.768221124	bothS	noneE	4.87E-09	-1.117467883	3.00E-11	Diderm	Proteobacteria	625
3471	-4.429108231	preS	noneE	1.88E-06	-1.115565793	0.007364175	Diderm	Proteobacteria	89
93	-5.962307847	bothS	noneE	1.74E-21	-1.106642215	3.22E-06	Diderm	Proteobacteria	13132
1373	-5.742894526	preS	noneE	5.13E-11	-1.093836703	0.118914076	Diderm	Proteobacteria	151
139	-2.720875379	bothS	noneE	2.13E-15	-1.091755499	2.38E-08	Diderm	Proteobacteria	990
4261	-1.010053539	noneS	noneE	0.64281972	-1.091289661	0.010653913	Diderm	Proteobacteria	58
922	-1.40827935	postS	noneE	0.001146407	-1.087212137	0.000366947	Diderm	Proteobacteria	231
2234	-3.864901396	preS	noneE	1.37E-05	-1.063705398	0.007431389	Diderm	Proteobacteria	119
2028	-3.400667656	postS	noneE	0.00201181	-1.049916432	0.000151249	Diderm	Proteobacteria	152
291	0.419652978	postS	preE	0.013007708	-1.033906582	1.26E-11	Diderm	Proteobacteria	1341
1962	-3.389158955	noneS	noneE	0.001055595	-1.028672702	0.137169996	Diderm	Proteobacteria	31
1343	-1.827812777	postS	noneE	0.00192197	-1.020396519	0.000217427	Diderm	Proteobacteria	186
1099	-1.087540868	noneS	noneE	0.118959771	-1.011838797	0.003731787	Diderm	Proteobacteria	119
3253	-2.449025949	noneS	noneE	0.016173836	-1.011187592	0.005965018	Diderm	Proteobacteria	78
666	0.105958607	noneS	preE	0.818122974	-1.00984769	0.004727916	Diderm	Proteobacteria	200
313	0.097388673	postS	preE	0.65349758	-0.96807396	4.62E-05	Diderm	Proteobacteria	457
1775	-0.119046513	noneS	noneE	0.880458781	-0.967720846	0.002057538	Diderm	Proteobacteria	115
251	0.926539848	bothS	preE	5.94E-07	-0.946804194	2.03E-05	Diderm	Proteobacteria	877
563	-7.046160351	bothS	noneE	8.70E-18	-0.896443243	2.55E-06	Diderm	Proteobacteria	2022
203	0.845806372	bothS	preE	7.49E-06	-0.894536427	6.08E-05	Diderm	Proteobacteria	614
299	-0.270919559	postS	noneE	0.139940955	-0.89276961	1.21E-07	Diderm	Proteobacteria	945
433	-3.351102014	bothS	noneE	1.17E-12	-0.889918644	6.23E-17	Diderm	Proteobacteria	2278
95	0.290312685	postS	preE	0.159869359	-0.856509033	4.83E-05	Diderm	Proteobacteria	736
754	-2.54114156	bothS	noneE	8.58E-06	-0.846757516	0.000527828	Diderm	Proteobacteria	399
130	0.52456163	bothS	preE	0.000133161	-0.844080218	8.65E-07	Diderm	Proteobacteria	1042
2895	-4.039724235	preS	noneE	2.30E-05	-0.83362195	0.030034224	Diderm	Proteobacteria	94
2248	-2.768924569	noneS	noneE	0.002334329	-0.82521355	0.026978076	Diderm	Proteobacteria	103
402	-2.313481251	bothS	noneE	9.54E-06	-0.813758257	0.000216937	Diderm	Proteobacteria	3964
1	-1.46695544	bothS	noneE	3.58E-10	-0.803399968	3.00E-15	Diderm	Proteobacteria	4338
91	-11.01548167	bothS	noneE	8.03E-41	-0.790972481	2.68E-05	Diderm	Proteobacteria	17255
1685	-4.42083808	bothS	noneE	3.01E-06	-0.790445015	0.000413596	Diderm	Proteobacteria	337
720	-1.178035773	postS	noneE	0.001847367	-0.77980109	0.000325285	Diderm	Proteobacteria	366
181	-1.356059307	bothS	noneE	1.53E-08	-0.778722369	6.55E-06	Diderm	Proteobacteria	1104
186	-7.906812186	bothS	noneE	1.96E-27	-0.75448892	2.32E-05	Diderm	Proteobacteria	4032
138	-7.069687051	bothS	noneE	1.21E-38	-0.739205852	1.88E-18	Diderm	Proteobacteria	12556
2925	-3.775962993	preS	noneE	4.03E-05	-0.714085622	0.374543978	Diderm	Proteobacteria	35
550	-1.191231642	postS	noneE	0.002111647	-0.70568431	0.000146423	Diderm	Proteobacteria	1031
788	-1.990357681	bothS	noneE	1.26E-07	-0.699686188	2.74E-07	Diderm	Proteobacteria	1011
382	-8.231382734	bothS	noneE	1.08E-20	-0.686840297	0.000299377	Diderm	Proteobacteria	2145
1580	-3.496977987	bothS	noneE	1.72E-05	-0.682811741	0.000280549	Diderm	Proteobacteria	407
143	0.312820348	postS	preE	0.026122933	-0.677668976	1.46E-07	Diderm	Proteobacteria	3386
1130	-5.059291995	preS	noneE	2.78E-09	-0.628004344	0.001320372	Diderm	Proteobacteria	401
3630	-4.24105402	preS	noneE	2.02E-06	-0.618358849	0.353723931	Diderm	Proteobacteria	52
758	-2.301528317	preS	noneE	6.49E-07	-0.584616589	0.006505873	Diderm	Proteobacteria	345
2669	-4.178036646	preS	noneE	4.51E-06	-0.578357003	0.032532989	Diderm	Proteobacteria	153
366	-0.726079973	postS	noneE	0.009857375	-0.578185343	6.80E-07	Diderm	Proteobacteria	1547
597	0.739838016	noneS	preE	0.001902384	-0.565933139	0.058261737	Diderm	Proteobacteria	271
2082	-5.238548974	preS	noneE	9.52E-10	-0.565270245	0.145078871	Diderm	Proteobacteria	152
115	-3.269266012	bothS	noneE	1.09E-22	-0.557430719	5.29E-07	Diderm	Proteobacteria	11883
1974	0.537636881	noneS	preE	0.403871571	-0.556114905	0.010692163	Diderm	Proteobacteria	437
92	-0.11622247	postS	noneE	0.521991896	-0.554060244	3.80E-05	Diderm	Proteobacteria	13071
763	1.061160963	noneS	preE	0.003184936	-0.551534887	0.226053381	Diderm	Proteobacteria	112
50	0.923715239	preS	preE	6.69E-09	-0.542728894	0.005629113	Diderm	Proteobacteria	1330
1643	-2.933343561	preS	noneE	2.69E-05	-0.522168892	0.017300612	Diderm	Proteobacteria	303
87	-2.882893013	bothS	noneE	1.61E-16	-0.511669708	4.92E-07	Diderm	Proteobacteria	17758
157	-0.305427931	postS	noneE	0.066376922	-0.508211442	4.08E-06	Diderm	Proteobacteria	2190
2384	-2.43403232	noneS	noneE	0.005936404	-0.502199559	0.403473497	Diderm	Proteobacteria	46
22	-7.069597791	bothS	noneE	2.15E-75	-0.486556253	5.80E-09	Diderm	Proteobacteria	40195
1879	-1.894097201	noneS	noneE	0.003030118	-0.460254165	0.016809291	Diderm	Proteobacteria	369
425	-4.845188527	preS	noneE	8.85E-11	-0.456534612	0.006518497	Diderm	Proteobacteria	2942
800	-1.064530074	noneS	noneE	0.008730201	-0.454944816	0.185199828	Diderm	Proteobacteria	148
11	-3.012276394	bothS	noneE	7.74E-52	-0.445902023	2.56E-08	Diderm	Proteobacteria	100914
1578	-2.304204782	noneS	noneE	0.002153843	-0.4420181	0.105140092	Diderm	Proteobacteria	173
1412	-6.93471546	preS	noneE	5.20E-14	-0.429795219	0.086257045	Diderm	Proteobacteria	355
2463	-2.098335001	noneS	noneE	0.006974266	-0.428707909	0.151054833	Diderm	Proteobacteria	115
165	-3.404634331	bothS	noneE	1.09E-44	-0.42569734	9.84E-06	Diderm	Proteobacteria	7093
280	0.140742606	noneS	preE	0.443314018	-0.416459519	0.016242858	Diderm	Proteobacteria	719
272	-8.327224598	bothS	noneE	1.08E-21	-0.397462046	0.000106752	Diderm	Proteobacteria	6005
694	-1.430589588	preS	noneE	8.10E-06	-0.39550284	0.0965772	Diderm	Proteobacteria	948
140	-9.418397968	preS	noneE	2.67E-19	-0.395224343	0.355694436	Diderm	Proteobacteria	12953
1914	2.944587316	noneS	preE	0.008999063	-0.389543241	0.749888593	Diderm	Proteobacteria	13
2691	1.744865319	preS	preE	0.000635435	-0.389258009	0.592494264	Diderm	Proteobacteria	74
1036	-4.342238909	preS	noneE	4.62E-07	-0.385360145	0.362689541	Diderm	Proteobacteria	1146
179	0.211806902	noneS	preE	0.253053531	-0.380025553	0.01675082	Diderm	Proteobacteria	931
2171	-4.177436572	preS	noneE	1.15E-05	-0.352937528	0.409850949	Diderm	Proteobacteria	82
1296	-4.804887516	preS	noneE	1.50E-09	-0.352392418	0.1467114	Diderm	Proteobacteria	242
601	-3.07818262	preS	noneE	1.86E-18	-0.349345681	0.010167479	Diderm	Proteobacteria	1325
1953	-2.774491439	preS	noneE	0.000145172	-0.348206232	0.345346961	Diderm	Proteobacteria	106
679	-4.46788867	preS	noneE	1.37E-13	-0.342810954	0.232741186	Diderm	Proteobacteria	1133
1594	-5.377400021	preS	noneE	5.78E-09	-0.341632121	0.193550583	Diderm	Proteobacteria	300
204	-2.112859305	preS	noneE	1.32E-12	-0.339508993	0.007161026	Diderm	Proteobacteria	3159
632	-2.787346438	preS	noneE	1.77E-07	-0.338345676	0.351852062	Diderm	Proteobacteria	2112
1678	-4.403217434	preS	noneE	9.30E-05	-0.337090361	0.172357083	Diderm	Proteobacteria	180
224	1.234457752	preS	preE	1.68E-07	-0.334846814	0.305083939	Diderm	Proteobacteria	344
30	-3.557661653	bothS	noneE	3.16E-46	-0.332647446	0.000166399	Diderm	Proteobacteria	30147
33	-1.535763405	bothS	noneE	2.21E-24	-0.331729733	1.34E-05	Diderm	Proteobacteria	28773
2874	-3.978876881	preS	noneE	3.28E-06	-0.330731599	0.287312389	Diderm	Proteobacteria	101
3964	-3.012934767	noneS	noneE	0.007029383	-0.316821662	0.78831822	Diderm	Proteobacteria	19
72	-5.582010434	preS	noneE	2.41E-26	-0.31399219	0.20283893	Diderm	Proteobacteria	31083
1340	-2.884815016	preS	noneE	2.65E-05	-0.308875917	0.12113173	Diderm	Proteobacteria	386
2120	-1.585355756	noneS	noneE	0.009991059	-0.307831155	0.274895679	Diderm	Proteobacteria	159
405	1.186779238	noneS	preE	0.002388311	-0.302653178	0.532068102	Diderm	Proteobacteria	138
116	-2.669096222	preS	noneE	2.72E-19	-0.279076577	0.013530539	Diderm	Proteobacteria	6531
1247	-3.366363663	preS	noneE	2.55E-08	-0.268828958	0.42342761	Diderm	Proteobacteria	294
5278	-3.151525649	noneS	noneE	0.002955277	-0.267249399	0.821092245	Diderm	Proteobacteria	16
3161	-3.270868539	preS	noneE	0.000593308	-0.26647002	0.518991404	Diderm	Proteobacteria	74
281	0.025714828	noneS	preE	0.875718373	-0.265405374	0.018668431	Diderm	Proteobacteria	3172
389	-0.893614199	noneS	noneE	0.002495919	-0.255510211	0.0988308	Diderm	Proteobacteria	2142
4988	-3.141035567	noneS	noneE	0.001741486	-0.243705013	0.713143412	Diderm	Proteobacteria	25
26	-0.886218556	preS	noneE	3.02E-11	-0.243607809	0.003842054	Diderm	Proteobacteria	14091
1223	1.844911411	noneS	preE	0.008265485	-0.239255623	0.766346367	Diderm	Proteobacteria	37
1945	1.430922014	noneS	preE	0.013459583	-0.236864816	0.728602809	Diderm	Proteobacteria	49
1300	-2.486729583	preS	noneE	8.14E-08	-0.227436081	0.488856297	Diderm	Proteobacteria	220
1231	-6.220637169	preS	noneE	1.97E-13	-0.224033476	0.293949714	Diderm	Proteobacteria	411
557	-2.111647449	preS	noneE	3.25E-10	-0.219363505	0.093876546	Diderm	Proteobacteria	1177
1169	-5.35271192	preS	noneE	1.51E-10	-0.217639486	0.659901985	Diderm	Proteobacteria	249
261	-2.072104588	preS	noneE	5.07E-22	-0.214357063	0.082567344	Diderm	Proteobacteria	1654
3469	-3.230988439	noneS	noneE	0.001000063	-0.206947969	0.672778617	Diderm	Proteobacteria	48
1098	-2.304159721	preS	noneE	4.02E-07	-0.204172801	0.369714383	Diderm	Proteobacteria	266
390	-4.388119701	preS	noneE	7.08E-30	-0.203896464	0.176726838	Diderm	Proteobacteria	2489
48	-8.72750951	preS	noneE	4.50E-69	-0.202461797	0.34325848	Diderm	Proteobacteria	21421
1702	-5.313255177	preS	noneE	8.74E-09	-0.196599047	0.463779937	Diderm	Proteobacteria	339
2166	-1.76423088	noneS	noneE	0.009109858	-0.189011877	0.64642104	Diderm	Proteobacteria	89
1777	-2.862839851	preS	noneE	0.000917429	-0.188315478	0.549534972	Diderm	Proteobacteria	115
477	-1.425847374	preS	noneE	4.10E-08	-0.177109814	0.270501729	Diderm	Proteobacteria	692
3103	-3.1380613	noneS	noneE	0.00620391	-0.169019735	0.739580971	Diderm	Proteobacteria	38
2486	-5.764346872	preS	noneE	2.79E-11	-0.13827076	0.636174979	Diderm	Proteobacteria	181
2412	-3.746146633	preS	noneE	4.54E-05	-0.120971922	0.868312879	Diderm	Proteobacteria	43
759	-3.361756331	preS	noneE	3.56E-20	-0.118883506	0.423121088	Diderm	Proteobacteria	786
916	1.97057212	preS	preE	0.000393859	-0.09227411	0.858274784	Diderm	Proteobacteria	49
101	-10.06290567	preS	noneE	3.54E-29	-0.086956904	0.422721292	Diderm	Proteobacteria	18248
359	-4.708947747	preS	noneE	2.30E-13	-0.072248142	0.518187616	Diderm	Proteobacteria	2586
0	-4.530961859	preS	noneE	5.80E-10	-0.068617785	0.849152177	Diderm	Proteobacteria	4360
56	-4.69752533	preS	noneE	3.61E-73	-0.067796429	0.419283643	Diderm	Proteobacteria	9553
1905	-3.411184985	preS	noneE	0.000782167	-0.059531734	0.831569764	Diderm	Proteobacteria	148
2732	1.539381189	noneS	preE	0.006842708	-0.059395708	0.952144752	Diderm	Proteobacteria	26
1633	-1.38052458	noneS	noneE	0.001287185	-0.057069649	0.903136684	Diderm	Proteobacteria	95
943	-3.727146274	preS	noneE	5.54E-08	-0.046048168	0.833332849	Diderm	Proteobacteria	443
217	-4.163817595	preS	noneE	1.04E-33	-0.041393312	0.63892974	Diderm	Proteobacteria	3370
347	-1.257657949	preS	noneE	1.24E-08	-0.012190768	0.947242484	Diderm	Proteobacteria	555
3240	-3.210861572	noneS	noneE	0.003252739	-0.008936874	0.982069918	Diderm	Proteobacteria	58
3008	-1.82198318	noneS	noneE	0.015014836	-0.002660438	0.994425271	Diderm	Proteobacteria	197
233	-1.427431526	preS	postE	1.08E-11	0.004753791	0.983368586	Diderm	Proteobacteria	811
693	0.891751506	noneS	bothE	0.003809011	0.007134632	0.987681277	Diderm	Proteobacteria	184
2044	-3.022512438	preS	postE	6.14E-06	0.019117545	0.93526526	Diderm	Proteobacteria	201
913	-6.29425853	preS	postE	1.61E-09	0.020446109	0.982514246	Diderm	Proteobacteria	227
260	1.638388101	preS	bothE	1.83E-10	0.022730311	0.956454673	Diderm	Proteobacteria	306
237	-3.579815318	preS	postE	1.47E-14	0.023150827	0.909622471	Diderm	Proteobacteria	2683
2057	-5.025855005	preS	postE	1.57E-08	0.026762734	0.939149879	Diderm	Proteobacteria	100
2478	-5.330268005	preS	postE	1.34E-05	0.048748783	0.871720421	Diderm	Proteobacteria	227
1802	0.925922876	noneS	bothE	0.015473228	0.058091275	0.883170867	Diderm	Proteobacteria	195
2053	-3.421528899	noneS	postE	0.008773759	0.0644947	0.907563645	Diderm	Proteobacteria	47
1486	-3.416337814	preS	postE	0.000105025	0.064911518	0.838119065	Diderm	Proteobacteria	146
2045	1.550432503	noneS	bothE	0.007043312	0.068499221	0.946785252	Diderm	Proteobacteria	37
293	-3.719791731	preS	postE	7.15E-32	0.069793733	0.808150972	Diderm	Proteobacteria	2001
2509	2.679193409	noneS	bothE	0.003141019	0.082203723	0.94523945	Diderm	Proteobacteria	12
387	-3.195739644	preS	postE	1.20E-17	0.082691766	0.467289466	Diderm	Proteobacteria	2331
163	-2.830178933	preS	postE	8.81E-32	0.086838052	0.264568442	Diderm	Proteobacteria	4303
83	-2.71789376	preS	postE	3.09E-40	0.091911094	0.331353234	Diderm	Proteobacteria	9738
742	-2.318971919	preS	postE	2.41E-15	0.103585049	0.385360918	Diderm	Proteobacteria	804
736	-2.89577898	preS	postE	1.97E-05	0.110778237	0.760958127	Diderm	Proteobacteria	147
1021	-6.867124195	preS	postE	8.02E-15	0.113095218	0.478006115	Diderm	Proteobacteria	889
53	-3.03690122	preS	postE	4.81E-21	0.121940684	0.147093892	Diderm	Proteobacteria	29574
659	-2.826686349	preS	postE	2.54E-11	0.141811157	0.527805777	Diderm	Proteobacteria	565
2959	-4.36424241	preS	postE	1.14E-05	0.162003852	0.696764923	Diderm	Proteobacteria	72
516	-2.437875345	preS	postE	2.47E-24	0.164643264	0.265391619	Diderm	Proteobacteria	1065
307	1.068346573	preS	bothE	4.26E-05	0.164692144	0.691934109	Diderm	Proteobacteria	263
2340	-4.822780036	preS	postE	2.14E-07	0.177060623	0.708096936	Diderm	Proteobacteria	63
613	-3.823741845	preS	postE	1.04E-12	0.184110192	0.068983013	Diderm	Proteobacteria	1482
1192	2.293736269	preS	bothE	0.000203871	0.185962099	0.843751572	Diderm	Proteobacteria	22
1773	-2.166656951	preS	postE	1.51E-06	0.186868775	0.517477043	Diderm	Proteobacteria	162
970	-2.27878147	preS	postE	0.000107889	0.18982652	0.59628266	Diderm	Proteobacteria	155
2831	-2.959931211	noneS	postE	0.004791347	0.211890435	0.732234791	Diderm	Proteobacteria	32
199	-9.6090493	preS	postE	1.31E-31	0.231207877	0.325278529	Diderm	Proteobacteria	4935
1071	1.408558762	noneS	bothE	0.006907394	0.237731424	0.737225581	Diderm	Proteobacteria	41
1242	-1.406244929	noneS	postE	0.011915323	0.238577017	0.566740321	Diderm	Proteobacteria	88
142	-9.358910409	preS	postE	4.73E-40	0.240994582	0.253491256	Diderm	Proteobacteria	5379
196	-4.556875893	preS	postE	3.46E-50	0.243995164	0.032811937	Diderm	Proteobacteria	3591
129	-1.110746611	preS	postE	6.34E-07	0.25255017	0.010333793	Diderm	Proteobacteria	8368
2676	-4.377192808	preS	postE	1.02E-06	0.255109699	0.300425266	Diderm	Proteobacteria	144
18	-0.915733741	preS	postE	4.30E-22	0.255598668	0.002579362	Diderm	Proteobacteria	19570
355	0.905387666	noneS	bothE	0.001149193	0.257263097	0.610336288	Diderm	Proteobacteria	194
780	-3.960035097	preS	postE	7.66E-11	0.261553378	0.087405555	Diderm	Proteobacteria	809
386	1.714161246	preS	bothE	0.00014561	0.280910145	0.687438541	Diderm	Proteobacteria	223
141	-4.263863366	preS	postE	5.29E-26	0.282628997	0.010202253	Diderm	Proteobacteria	8179
4	-4.03471497	bothS	postE	1.47E-40	0.286320891	0.000117905	Diderm	Proteobacteria	287154
726	-4.018763596	preS	postE	3.46E-14	0.291617078	0.191853907	Diderm	Proteobacteria	458
4273	3.048179657	noneS	bothE	0.003083281	0.293972472	0.805514283	Diderm	Proteobacteria	3
88	-2.273937062	bothS	postE	4.01E-34	0.300217477	0.00040131	Diderm	Proteobacteria	9942
205	-0.710624315	preS	postE	6.19E-07	0.306582362	0.010084509	Diderm	Proteobacteria	2009
4325	-4.21478181	preS	postE	0.000199147	0.318409704	0.53765428	Diderm	Proteobacteria	59
193	-1.82226953	preS	postE	7.53E-16	0.352119359	0.043734888	Diderm	Proteobacteria	3523
1599	-2.563609004	preS	postE	0.000428393	0.3587445	0.503053901	Diderm	Proteobacteria	65
127	0.88364548	preS	bothE	1.30E-07	0.363210657	0.1129352	Diderm	Proteobacteria	753
706	-7.430548966	preS	postE	2.84E-15	0.375729976	0.101161454	Diderm	Proteobacteria	582
925	-2.631816356	preS	postE	2.68E-06	0.379870841	0.106559687	Diderm	Proteobacteria	218
271	-2.061112886	preS	postE	4.23E-18	0.381515578	0.008599862	Diderm	Proteobacteria	1291
2999	-3.001226013	noneS	postE	0.014506088	0.381724914	0.572857376	Diderm	Proteobacteria	26
